building,code,description,title,days,credits,time,instructor,school,collegeId,department
TBA,L97 IAS 3431," How did Latin America become Latin America? This course explores the different inventions and reinventions of the region through its literatures and cultures. Beginning with the encounter of Europeans with America, students will engage themes like colonization and colonialism, urban and rural cultures, nation formation, modernization, media and popular culture, as well as gender and race relations. Authors studied may include Col’_n, Sor Juana, Sarmiento, Neruda, Borges, Garc’_a M’rquez, or Morej’_n. Prereq: Spanish 308E or concurrent enrollment in 308E. Taught in Spanish.",Latin American Literatures and Cultures,M-W----,3,1:00P-2:30P,Acree,,1,
Kemper / 103,L97 IAS 3442," Tracing the unbroken history of Chinese painting from the 1st through 21st centuries, we explore the full evolution of its traditions and innovations through representative works, artists, genres, and critical issues. From its ancient origins to its current practice, we will cover topics such as classical landscapes by scholar painters, the effects of Western contact on modern painting, the contemporary iconography of power and dissent, and theoretical issues such as authenticity, gender, and global art history. Prerequisites: Intro to Asian Art (L01 111) or one course in East Asian Studies recommended.","Chinese Painting, Then and Now",M-W----,3,8:30A-10:00A,Kleutghen,,1,
TBA,L97 IAS 3520," This undergraduate course surveys the major writers and works of 20th century Korean literature. During the 20th century Korea went through a radical process of modernization. From its colonization by Japan, to its suffering of a civil war within the cold war order, to its growth into a cultural and economic powerhouse, Korea's historical experience is at once unique and typical of that of a third-world nation. By immersing ourselves in the most distinctive literary voices from Korea, we examine how the Korean experience of modernization was filtered through its cultutral production. In class discussion, we pay special attention to the writers' construction of the self and the nation. How do social categories such as ethnicity, class, gender, and race figure in the varying images of the self? And how do these images relate to the literary vision of the nation? Along the way, we observe the prominent ideas, themes, and genres of Korean literature. This class combines discussion with lecture with students strongly encouraged to participate. All literary texts are in English translation and no previous knowledge of Korean is required.",Literature of Modern and Contemporary Korea,M-W----,3,2:30P-4:00P,Lee,,1,
TBA,L97 IAS 3521," At its zenith, the British Empire encompassed almost a quarter of the globe, allowing the diminutive island nation unprecedented economic, military, and political influence upon the rest of the world. This course will introduce some of the foundational responses to this dominance, both literary and theoretical, by the colonized and their descendants. We will examine literary works that engage with postcolonial critique by authors such as V.S. Naipaul, Raja Rao, George Lamming, Doris Lessing, and N'gugi wa Thiong'o, as well as important critiques of colonialism by a variety of influential thinkers. Overall, the course will investigate how literature might have helped consolidate Empire, as well as ways in which it saw itself as a key mode of rebellion against imperial power, and we will end by considering how the urgent issues of postcolonial literature - race, gender, language, nationalism, identity - continue to haunt today's global literature. Satisfies the Twentieth Century and later requirement.",Introduction to Postcolonial Literature,-T-R---,3,11:30A-1:00P,Brown,,1,
TBA,L97 IAS 3544," This course introduces students to anthropolocial and sociological scholarship on Muslim societies. Attention will be given to the broad theoretical and methodological issues which orient such scholarship. These issues include the nature of Muslim religious and cultural traditions, the nature of modernization and rationalization in Muslim societies, and the nature of sociopolitical relations between ""Islam"" and the ""West."" The course explores the preceeding issues through a series of ethnographic and historical case studies, with a special focus on Muslim communities in the Middle East, Southeast Asia, and Europe. Case studies address a range of specific topics, including religious knowledge and authority, capitalism and economic modernization, religion and politics, gender and sexuality, as well as migration and globalization.",The Anthropological and Sociological Study of Muslim Societies,-T-R---,3,1:00P-2:30P,Nakissa,,1,
TBA,L97 IAS 3559," This class explores daily life and cultural developments in the Soviet Union, 1917 to 1999. Focusing on the everyday experience of Soviet citizens during these years, students learn about the effects of large-scale social and political transformation on the private lives of people. To explore daily life in the Soviet Union, this class uses a variety of sources and media, including scholarly analysis, contemporaneous portrayals, literary representations, and films. Students will receive a foundation in Soviet political, social, and cultural history with deeper insights into select aspects of life in Soviet society. PREREQUISITE: Sophomore standing or permission of the instructor. Modern, Europe.",Socialist and Secular? A Social History of the Soviet Union,-T-R---,3,11:30A-1:00P,Walke,,1,
TBA,L97 IAS 356," Since pre-Columbian times, the central Andean mountain system, combining highlands, coastal and jungle areas, has been the locus of multiethnic polities. Within this highly variegated geographical and cultural-historical space, emerged the Inca Empire, the Viceroyalty of Peru - Spain's core South American colony, and the central Andean republics of Ecuador, Peru, and Bolivia. Taking a chronological and thematic approach, this course will examine pre-Columbian Andean societies, Inca rule, Andean transformations under Spanish colonialism, post-independence nation-state formation, state-Indian relations, reform and revolutionary movements, and neoliberal policies and the rise of new social movements and ethnic politics. This course focuses primarily on the development of popular and elite political cultures, and the nature and complexity of local, regional, and national power relations.",Andean History: Culture and Politics,-T-R---,3,8:30A-10:00A,Hirsch,,1,
TBA,L97 IAS 3594," John Maynard Keynes once said, ""The ideas of economists and political philosophers both when they are right and when they are wrong, are more powerful than is commonly understood. Indeed the world is ruled by little else. Practical men, who believe themselves to be quite exempt from any intellectual influences, are usually the slaves of some defunct economist."" In this course we will focus our attention on the blind spot that Keynes so astutely identified. We will study seminal works in the history of political economy (Smith, Malthus, Marx, Keynes, Krugman, etc.) and explore the social, economic, and political histories in which they were grounded. We will begin with the Industrial Revolution in Britain, the works of Adam Smith, and the emergence of political economy as a field of inquiry. We will end with the globalization of the 1970s, the works of Joseph Stiglitz, and the challenges that a more interconnected world has posed for both the organization of the economy and the practice of economics as a discipline. PREREQUISITE: Sophomore standing or permission of the instructor. Modern, Europe.",The Wheels of Commerce: From the Industrial Revolution to Global Capitalism,M-W----,3,1:00P-2:30P,Bivar,,1,
TBA,L97 IAS 361," An introduction to the ecology of human culture, especially how ""traditional"" cultural ecosystems are organized and how they change with population density. Topics include foragers, extensive and intensive farming, industrial agriculture, the ecology of conflict, and problems in sustainability.",Culture and Environment,-T-R---,3,11:30A-1:00P,Stone,,1,
TBA,L97 IAS 365," The third of three historical survey courses in theater and performance studies, this course begins with an exploration of the historical roots of melodrama, a nineteenth-century form that remains pervasive in contemporary film and television. We then turn to those theater artists of the late-nineteenth- and early-twentieth-century avant-garde who attempted to break with the theatrical past during a period of world wars and rapid technological change, as well as huge shifts in relationships between men and women, and between colonial and postcolonial powers. We will explore the rise of the director, attempts to transform the relationship between stage and audience, and the rising significance of ""the real"" on stage. At the end of the semester, we will examine some late-twentieth-century responses to these modernist experiments; these plays reckon with the massive historical changes of the twentieth century, as well as the stakes of representing history theatrically. Playwrights to be studied include William Wells Brown, Anton Chekhov, Henrik Ibsen, Gertrude Stein, Samuel Beckett, Wole Soyinka, Griselda Gambaro, and Tony Kushner.",Theatre Culture Studies III: Melodrama to Modernism,-T-R---,3,10:00A-11:30A,Henry Schvey,,1,
TBA,L97 IAS 3662," Between 1957 and 1975, one African territory after another made the transition from European colony to independent nation state. Widespread optimism that these ""transfers of power"" would bring a new era of prosperity and dignity dissipated quickly as the new nations struggled with political instability, military coups, social unrest, and persistent poverty. Consequently many western observers and development specialists are certain that they have become ""failed states"" requiring foreign assistance to develop properly. This course challenges these assumptions by tracing the origins of African governance and economic development from their imperial origins into the independence era. By exploring nation-building, economic planning, and public administration from the perspective of political elites, foreign experts, and ordinary people the class takes an intimate look at how colonies became nation states. These new perspectives offer students a historical grounding in international public administration and development by exploring how imperial ideas and concepts continue to influence contemporary social planning and development policy in both Africa and the wider world. PREREQUISITE: Sophomore standing or permission of the instructor. NOTE: University College students may enroll only with permission of the instructor. Modern, Africa.","Experts, Administrators, and Soldiers: Governance and Development in Post-Colonial Africa",M-W----,3,5:00P-6:30P,Parsons,,1,
TBA,L97 IAS 3682," This course presents a historical assessment of the United States' eight year war in Iraq from its inception on March 20, 2003, to the withdrawal of all combat troops on December 15, 2011. Topics to be covered include: the Bush Administration's decision to make Iraq part of the ""War on Terror"" and the subsequent plan of attack; the combat operations; losing the victory; sectarian violence; torture; the insurgency; battling Al-Qaeda in Iraq; reassessment; the surge; the drawdown; and the end of the war. The course will conclude with an assessment of the war's effectiveness regarding the Global War on Terrorism and U.S. policy in the Middle East. PREREQUISITE: NONE, though some knowledge of modern U.S. history is helpful. Modern, U.S.","The U.S. War in Iraq, 2003-2011",-T-R---,3,1:00P-2:30P,Knapp,,1,
TBA,L97 IAS 372," This seminar introduces students to the main concepts and fundamental questions related to the study of ethnic conflict. What do we mean when we speak of ethnic identities and ethnic mobilization? Why and how does salience of ethnic identities change over time and space? What are the political consequences of ethnic divisions? These are some of the main questions we will cover during the semester. We will start the semester with an exploration of the meaning of ethnic identity and the factors that motivate individuals to develop attachments to ethnic groups. We will then turn to discussing when, why and how ethnicity matters in politics. We will study different theories of ethnically based identification and mobilization. We will then move on to examine different types of ethnic conflict, ranging from ethnic violence in civil war to ethnic riots. Theoretical readings will be supplemented with empirical studies from developed and developing countries across different time periods.",Topics in International Politics: Ethnic Conflict,-T-----,3,2:30P-4:00P,[TBA],,1,
TBA,L97 IAS 3721," In this discussion-based course we focus on two of Dostoevsky's major novels: Demons (also translated as The Possessed and Devils) and The Brothers Karamazov. Our close readings of the novels are enriched by literary theory and primary documents providing socio-historical context. All readings are in English translation. No prerequisites.",Dostoevsky's Novels,-T-R---,3,1:00P-2:30P,Svobodny,,1,
TBA,L97 IAS 376," This course provides an analysis of the international economy, the economic theories that help explain it, and analysis of important current issues of international economic policy. The course covers both trade and monetary issues. Prerequisites: Econ 1011 and Econ 1021.",International Economics,M-W----,3,1:00P-2:30P,Kim,,1,
TBA,L97 IAS 3784," The course surveys major tendencies in painting and sculpture from Fauvism in France and Expressionism in German to the beginnings of Postmodernism in photo-based work in the U.S. About 2/3 of the course will treat European art, about 1/3 will treat American art. Photography, architecture and work in other forms will be considered selectively when pertinent to the individual class topics. Within the lecture topics, emphasis is on avant-garde innovation; the tension in modernist art between idealism and critique; reaction by artists to current events; relationship between art and linguistics, philosophy, literature, economics and science; the role of geopolitics in art production; intersections of art and society; the role of mass culture; issues of race and gender in the production and reception of art; the challenge to the concept of authorship and creativity posed by Postmodernism at the end of this period. Prereqs: L01 112, L01 113, L01 211, or L01 215; one 300-level course in Art History preferred; or permission of instructor.","The Modernist Project: Art in Europe and the United States, 1905-1980",M-W----,3,1:00P-2:30P,Klein,,1,
TBA,L97 IAS 3800," Prereq: Span 308E. In Spanish.",Topics in Hispanic Cultures,-T-R---,3,10:00A-11:30A,Linhard,,1,
TBA,L97 IAS 3850," Cultural icons, Paris and New York exert a powerful hold on our imagination. We will explore how the French and Americans define themselves, and each other, through their premiere cities. The themes of integration and isolation, class and race, innovation and tradition, commemoration and celebration will ground our discussions of Baudelaire (Prose Poems), Zola (Th’©r’åse Raquin), Wharton (The Age of Innocence), Proust (Swann's Way), Truong (The Book of Salt), and Gopnik (Paris to the Moon); painters Pissarro, Vuillard, and Caillebotte; photographers Brassa’À, Cartier-Bresson, Doisneau, Ronis, Abbott, Hine, and Stieglitz; and filmmakers Godard (Breathless), Allen (Manhattan, Midnight in Paris); Jeunet (Am’©lie Poulain), and Kassovitz (Hate). Through our study of public spaces developed by France's kings along with modern monuments (the Place des Vosges, 19th-century renovations by Haussmann, the Eiffel Tower and the 1889 World's Fair, the Brooklyn Bridge, the Twin Towers), we will consider how each city functions as a site of memory even as it fashions the future. Course taught in English.",Topics in Comparative Literature: Paris and New York,-T-R---,3,1:00P-2:30P,Stone,,1,
TBA,L97 IAS 4036," This seminar examines two sub-groups: child immigrants and the native-born children of immigrants. It interrogates cultural/ethnic identity, cultural adaptation, bilingualism and biculturalism, and challenges and achievements of this young generation through ethnography, literature, and sociological accounts. We aim to scrutinize the studies of the ""1.5"" generation and the second generation, and theories such as ""segmented assimilation,"" across a wide range of ethnic groups, from people of East Asian origins to those with Latin American ancestries, by mainly focusing on their experiences in the United States.",Children of Immigrants: Identity and Acculturation,M-W----,3,4:00P-5:30P,Gao-Miles,,1,
TBA,L97 IAS 4040," Introduction to the history, politics, and culture of contemporary Germany (1945 to the present). Topics include: the cultural construction of identity in post-unified Germany; European integration and post-wall economy; the German constitution and electoral system; political parties and leading political figures; current debates and controversies; the role of literature, film, music, the visual arts, media, and popular culture; the role of universities. Discussion, readings, and papers in German. Recommended for candidates for the overseas study program in T’_bingen, Germany. Prerequisite: Ger 302D (may be taken concurrently) or permission of instructor.",Germany Today,M-W----,3,4:00P-5:30P,Kapczynski,,1,
TBA,L97 IAS 4090," This course considers histories and social constructions of gender and sexuality in sub-Saharan Africa during the colonial and contemporary periods. We will examine gender and sexuality both as sets of identities and practices and as part of wider questions of work, domesticity, social control, resistance, and meaning. Course materials include ethnographic and historical materials and African novels and films. PREREQUISITE: Graduate students or undergraduates with previous AFAS or upper level anthropology course.","Gender, Sexuality, and Change in Africa",-T-R---,3,2:30P-4:00P,Parikh,,1,
TBA,L97 IAS 4103," In this course we will examine aesthetic and theoretical responses to the rise of National Socialism in Germany. How did authors, artists, and intellectuals respond to nationalist and fascist currents in German culture after the First World War, and to the rise of the Nazi party? What critical analyses of fascism did they offer? What forms - aesthetic, theoretical, or practical - did their resistance take? What options remained for them (particularly for Jews or members of other targeted groups) after Hitler's rise to power? Through this examination we will seek to develop a better understanding of how fascism happens, and what responses are possible. Authors and artists will include Joseph Roth, Bertolt Brecht, Dietrich Bonhoeffer, Theodor Adorno, Hannah Arendt, George Grosz, John Heartfield, and Victor Klemperer. Readings, discussion, and writing assignments will be done in German. Please note that Ger 340C or Ger 341 is a prerequisite for all 400-level courses in the department, except for 402, 403, 404, and 408D.","German Lit & Culture, 1914-present: Fighting Fascism",-T-R---,3,4:00P-5:30P,Beals,,1,
McMillan / 150,L97 IAS 4215," The rising interest in food research crosscuts various academic disciplines. This seminar focuses on aspects of food of particular interest in anthropology. The first 2/3 of the course is reading intensive and discussion-intensive. Each student will write short review/response papers for major readings. For the final third, we will still be reading and discussing, but the reading load will be lighter (and we will have a field trip) as students devote more time to their research paper. The research paper will be a major effort on a topic discussed with and approved by the professor. In most cases it will have to deal with cultural and historical aspects of a food, set of foods, form of consumption or aspect of food production. Papers will be critiqued, assigned a provisional grade, revised and resubmitted.",Anthropology of Food,--W----,3,3:00P-6:00P,Stone,,1,
TBA,L97 IAS 4224," The St. Louis World's Fair of 1904 (The Louisiana Purchase Exposition) was one of the greatest events of its time. At the beginning we will deal with the historical development that lead to the purchase of the Louisiana Territory in 1803, will review the developments of World's Fairs since 1851 and will have a look at the grand dimension of the 1904 World's Fair (connected with the Olympic Games). Of central importance are the Art Exhibits from Germany and Austria with their cultural-political implications. The German Emperor had a hand in selecting the German paintings to be sent to St. Louis, and his opposition against modern movements like Impressionism caused opposition in Germany. Austria was different: In their Art Nouveau Pavilion they included secessionists (Hagenbund). The Wiener Werkstaetten (Vienna's Workshops) attracted a lot of attention. Different from the paintings, German Arts and Crafts represented avant-garde movements. We will visit libraries, archives, and museums in St. Louis that have World's Fair holdings. The seminar is for advanced undergraduate students but beginning graduate students can take it with permission of the instructor. Course conducted in English. May not be taken for German major or minor credit.",The 1904 St. Louis World's Fair: German and Austrian Art Exhibited,M-W----,3,1:00P-2:30P,Lutzeler,,1,
TBA,L97 IAS 4311," In 1960, the major studio Shochiku promoted a new crop of directors as the ""Japanese New Wave"" in response to declining theater attendance, a booming youth culture, and the international success of the French Nouvelle Vague. This course provides an introduction to those iconoclastic filmmakers, who went on to break with major studios and revolutionize oppositional filmmaking in Japan. We will analyze the challenging politics and aesthetics of these confrontational films for what they tell us about Japan's modern history and cinema. The films provoke as well as entertain, providing trenchant (sometimes absurd) commentaries on postwar Japanese society and its transformations. Themes include: the legacy of WWII and Japanese imperialism; the student movement; juvenile delinquency; sexual liberation; and Tokyo subcultures. Directors include: Oshima Nagisa, Shinoda Masahiro, Terayama Shuji, Masumura Yasuzo, Suzuki Seijun, Matsumoto Toshio, and others. No knowledge of Japanese necessary. Credit 3 units. Required Screenings: Tuesdays @ 7 pm.",Renegades and Radicals: The Japanese New Wave,M-W----,3,10:00A-11:30A,Lewis,,1,
TBA,L97 IAS 4372," Advanced to high advanced level Korean course in standard modern Korean. Emphasis is placed on developing an advanced level of reading proficiency in Korean and writing ability in Korean for an academic or professional purpose. This course to be taken in the fall semester. Prerequisite: grade of B- or better in Korean 418 or placement by examination with instructor's permission.",Contemporary Korean I: Topics in Korean Literature and Culture,M-W----,3,4:00P-5:30P,Lee,,1,
TBA,L97 IAS 4453," This course aims to study political thought and practice in Islamic history (ca.8-13th centuries) through a close reading of a selection of primary sources in translation (and in their original language if language proficiency is satisfactory). Particular attention will be given to historical contexts in which thoughts are espoused and texts written. We plan to examine the development of political concepts and themes as articulated in diverse literary genres (legal, theological, political) from the 8th through the 13th century. We hope to engage various theoretical models to analyze the relationship between politics and religion and tease out the role of power in determining socio-political relations, distinctions, and structures. We hope to have a better grasp on the historicity of ideas presented in timeless categories in political discourse. Prereqs: Advanced knowledge of Arabic preferred but not required.",Topics in Islam: History of Political Thought,M-W----,3,1:00P-2:30P,Yucesoy,,1,
McMillan / 150,L97 IAS 4481," Different ways of writing about people, culture, and society in past and present times. Readings include anthropological works as well as works of fiction that represent people and the times, places, and circumstances in which they live. Students conduct and write about their own ethnographical observations.",Writing Culture,---R---,3,1:00P-4:00P,Beck,,1,
TBA,L97 IAS 4510," The course will examine the relationship between environmental economics and environmental policy. The course will focus on air pollution, water pollution, and hazardous wastes, with some attention given to biodiversity and global climate change. The course will examine critically two prescriptions that economics usually endorses: (1) ""balancing"" of benefits against costs (e.g., benefit-cost analysis) and the use of risk analysis in evaluating policy alternatives; (2) use of market incentives (e.g., prices, taxes, or charges) or ""property rights"" instead of traditional command-and-control regulations to implement environmental policy. Prerequisite: Econ 1011.",Environmental Policy,-T-R---,3,2:30P-4:00P,Pollak,,1,
TBA,L97 IAS 4511," The narrative of rural crisis and peasant revolution has dominated China's modern history for decades. But there has been a growing interest in China's urban past and present with the increased prominence of cities in China's breathtaking economic development and the opening of municipal archives in post-Mao era. The course aims to introduce students to ""conventional wisdoms,"" new directions, and major debates in the urban history field. Topics include: the urban political economy, the cultural dynamics of modernity, the reconstruction of traditions in the making of modernity, the cultural production and consumption, colonialism and imperialism in the urban setting, nationalism, and reform and revolution. Acknowledging and understanding the nuance and difference in views and interpretations in historical writings (historiography) are essential. The course seeks to develop students' research and analytical skills, such as locating secondary sources, incorporating scholarly interpretations, and developing and sustaining a thesis based on secondary and primary sources in student research. Prerequisite: This is an interdisciplinary seminar designed for advanced undergraduates and graduate students. Advanced undergraduate students must have taken at least one China-related course at the 300-level or higher.",Urban Culture in Modern China,M-W----,3,4:00P-5:30P,Ma,,1,
TBA,L97 IAS 4520," This course is a three-credit advanced seminar for students who will represent Washington University at the annual United Nations Conference of the Parties (COP) to the United Nations Framework Convention on Climate Change (UNFCCC). COP23 will be held in Bonn, Germany in November of 2017. Permission of the instructor.",International Climate Negotiation Seminar,M-W----,0,8:30A-10:00A,Martin,,1,
TBA,L97 IAS 4620," When Virginia and Vanessa Stephen (Virginia Woolf and Vanessa Bell) moved in 1904 from the ""rich red gloom"" of their patriarchal home to the ""light and air"" of a flat in the Bloomsbury section of London, they were symbolically cutting themselves loose from oppressive Victorianism and embarking not only upon artistic careers (one as a writer, the other as a painter) but upon a life of intensified consciousness and sexual freedom with complications neither could have foreseen. The development of Bloomsbury was a rich cultural phenomenon recorded in autobiographies, journals, letters, essays, and memoirs as well as in fiction, and involving a fascinating group of personalities: Virginia and Leonard Woolf, Vanessa Bell, writers Lytton Strachey, E.M. Forster, Katherine Mansfield, and Vita Sackville-West, economist John Maynard Keynes, and others. The course will include writings in several genres, along with Hermione Lee's superb biography of Woolf and Alex Zwerdling's ""Virginia Woolf and the Real World."" Its focus will not be on literary modernism so much as on the challenging process of ""becoming modern."" Satisfies the Twentieth Century and later requirement.",Topics in English Literature II: Becoming Modern: Virginia Woolf and Her Circle,M-W----,3,1:00P-2:30P,Milder,,1,
TBA,L97 IAS 4633," Latin America was arguably one of the most ""revolutionary"" regions of the world in the twentieth century. It registered four ""great revolutions"": Mexico 1910, Bolivia 1952, Cuba 1959, and Nicaragua 1979. These social revolutions entailed a substantial, violent, and voluntarist struggle for political power and the overthrow of the established political, economic, social, and cultural orders. In the wake of these successful revolutions, new revolutionary institutions of governance were founded, radical structural changes were implemented, and a new revolutionary ethos was adopted. With the exception perhaps of the Bolivian Revolution, these revolutions had a profound impact on Latin American and world politics. The primary aim of this course is to analyze and compare the causes, processes, and outcomes of the Mexican, Cuban, and Nicaraguan revolutions.",Twentieth Century Latin American Revolutions,-T-R---,3,11:30A-1:00P,Hirsch,,1,
TBA,L97 IAS 4641," This course introduces the advanced student of Japanese to a variety of prose narratives in the modern language. Readings, which include literary texts and topical essays on aspects of Japanese society and culture, reflect the needs and interests of the enrolled students. Focus is on close reading and syntactic analysis of the selected texts. Regular translation exercises gauge the mastery of grammar, syntax, and idiomatic usages. All readings are in Japanese, with class discussion conducted predominantly in English. A final translation project, to be chosen by the student in consultation with the instructor, is required. Prerequisite: Japan 458, or instructor's permission.",Japanese Textual Analysis,-T-R---,3,1:00P-2:30P,Marcus,,1,
TBA,L97 IAS 4660," This course provides an overview to the geographies of development throughout Latin America. We will begin by examining a variety of theoretical perspectives, definitions and critiques of 'development'. We will highlight the uneven processes of development at multiple, overlapping scales and the power imbalances inherent in much of development discourse. In the second half of the course we will focus our considerations towards specific contemporary trends and development issues, utilizing case studies drawn primarily from Latin America. These themes will include sustainability, NGOs, social movements, social capital, security and conflict, identity, ethnicity and gender issues, participatory development, and micro-credit and conditional cash transfers. Students will acquire the critical theoretical tools to develop their own perspectives on how development geographies play out in Latin America.",Geographies of Development in Latin America: Critical Perspectives and Contemporary Challenges,-T-----,3,4:00P-7:00P,Clouser,,1,
TBA,L97 IAS 4710," This course introduces students to the literature, culture, society, and politics of Syria and its diaspora, from the establishment of the Asad state in 1970 to the present day conflict.",Topics in Modern Arabic Literature in Translation: Syria since 1970,-T-R---,3,1:00P-2:30P,McManus,,1,
TBA,L97 IAS 4711," Writers in Japan, as elsewhere, have fashioned accounts of childhood and youth- both fictive and autobiographical, in prose and verse- over the centuries. This course will explore the range and diversity of Japan's literature of reminiscence, with a focus on the modern period and the work of writers such as Natsume S’‚seki, Tanizaki Jun'ichir’‚, K’‚da Aya, Yasuoka Sh’‚tar’‚, and Kita Morio. Our readings will be placed in the context of Japan's social and economic transformations, its imperial nationhood, and the dramatically-shifting postwar and contemporary period. A selection of comparative examples drawn from other Asian and Western literatures will serve to broaden our focus, consider affinities and differences, and thereby enrich our class discussion. No Japanese language background is required. Prerequisite: upper-class standing and at least one course focusing on Japan, or permission of instructor.",Topics in Japanese Culture: Reminiscences of Childhood and Youth,-T-R---,3,4:00P-5:30P,Marcus,,1,
TBA,L97 IAS 4791," How do countries develop? How can we measure wealth, poverty, and inequality? What barriers to development do low-income countries face? And what can be done about global poverty? In this class we will explore answers to these questions analyzing literature from political science and economics.",Topics in Politics: Political Economy of Development,M-W----,3,1:00P-2:30P,[TBA],,1,
TBA,L97 IAS 482," Although women of premodern China have often been portrayed as little more than long-suffering victims of male patriarchy and sexual repression, their lives were far more complicated, diverse, and interesting. Women played roles as filial daughters, dutiful wives, and devoted mothers, but also as proud courtesans, clever entrepreneurs, educated scholars and teachers, independent nuns, fierce warriors and even powerful rulers. In this course we will begin with a broad overview of the ideal traditional roles for women established in early China. We will then move on to a general exploration of some of the ways women were represented in classical literature by male writers. Our main focus, however, will be on how, over time, more and more women took up the brush and began to write themselves. In so doing they were able to express their own subjectivity and often radically reinscribe many of the notions of femininity and of female roles that were dominant during their times. We will conclude with a discussion of ways in which traditional women writers both anticipated and contributed to the 20th century transition to modernity. Most of our class discussion will be based on primary sources in English translation, supplemented by occasional secondary critical scholarly articles where relevant. Prerequisite: Some background in premodern Chinese literature history or culture would be helpful but is not required.",Reading Seminar in Gender & Chinese Literature: Writing Women of Imperial China,-T-R---,3,1:00P-2:30P,Grant,,1,
TBA,L97 IAS 483," The course will focus on the definitions, uses and ""languages"" of violence in Latin America, particularly during the last decades of the 20th century and the beginning of the 21st century. Students will be introduced to philosophical, ethical and political issues related to the existence of ""structural"" violence and to the problems connected to the symbolic representation of this phenomenon in literature, fictional/ documentary films, and visual arts. One of the course's objectives will be to problematize the conceptualization of violence and to promote critical thinking about its emergence, significance and effects on local/global societies. Some of the topics to be analyzed are the body in its multiple manifestations (the body politic, the social body, the individual body, the treatment of the corpse, etc.), the narrativization of violence (violence as discourse, documentation and fictional elaborations, violence and the media, violence and ideology, etc.), violence and the city, citizenry and otherness, bio-politics, etc. Finally, violence will be presented in different contexts and associated to different activities (ordinary crime, narco-cultures, maras, political movements, domestic environments) and different situations (e.g. violence in rural areas, violence in the borderlands, violence and migration). In all cases the course will call for a reflection on the interrelations between private/public spheres, gender politics, ideological/aesthetic values, and individual/ institutional levels. The role of memory and emotions will be emphasized as a crucial element for the construction /mobilization of subjectivity and for the elaboration of agendas that challenge the State's monopoly of legitimate violence and propose alternative and often perverse forms of association and mobilization at the margins of institutional configurations.","Bodily Injuries: Violence, Fear and Representation in Latin America",M------,3,4:00P-7:00P,Mora’±a,,1,
TBA,L97 IAS 484," This course introduces students to some of the major approaches and methodologies scholars have used for understanding East Asia. Together we will discuss influential works on important topics as a means of identifying how others have formulated questions about East Asia and how they have attempted to answer them. This will provide the means for students to orient themselves in the field and begin to generate scholarly questions and answers of their own. Required of entering MA and MBA/MA students in East Asian Studies and second year JD/MA students in East Asian Studies. Also open to graduate students focusing on East Asia in other disciplines, and to undergraduates with senior standing majoring in EAS, History, or a related field, with permission of the instructor. Undergraduates register for L03 484. Graduates for L03 584.",Core Seminar in East Asian Studies: A Consideration of Scholarship on East Asia,-T-----,3,3:00P-6:00P,[TBA],,1,
TBA,L97 IAS 4885," This course examines the history of medicine in connection to the politics of colonialism and empire-building, spanning the sixteenth century through the twentieth century. Topics covered include: epidemic disease outbreaks (e.g. smallpox, cholera, malaria); the role of science and medicine in endorsing the ""civilizing missions"" of empires; tropical climates and tropical diseases as western constructs; tensions between western medicine and indigenous healing practices and beliefs; ideas of race and racism in science and medicine; modern advancements in sanitation and public health and their implementation overseas; and the historical roots of the modern global health movement. PREREQUISITE: Prior coursework in history or permission of the instructor. Modern, Transregional. Students registering for this course must also register for L22 49IR/41.","Advanced Seminar: Medicine, Disease and Empire",---R---,3,2:30P-5:30P,Ramos,,1,
TBA,L97 IAS 4936," The Great War of 1914-1918 is one of the most momentous events in history. We can approach its broad European import by reading its literatures comparatively. Far wider than the concerns of any one national ideology, the literature of record represents a profound crisis in the European cultural imaginary. A number of critical and interpretive issues will be in play in our readings, which will move through three major phases. We begin with the powerful immediacy of trench poetry (1914-1919), develop into the constructed narratives of the great postwar novels and memoirs (1920-1931), and then turn toward the retrospect of the 1930s, which is also the prospect on the next, now inevitable, war. The authors featured include combatant and civilian writers, names well-known and not so famous: Mann, Apollinaire, Owen, Pound, Cocteau, H.D., Woolf, Maurois, West, Celine, Joyce, Musil, Eliot, Rosenberg, Sassoon, Graves, Hardy, Trakl, Stramm, Lichtenstein, P’©guy, Barbusse, Manning, J’_nger, Zweig, Brittain, and Kroner. All readings for class will be in English translation. Our secondary literature will provide approaches to specific texts and models of literary and cultural history that represent the longer-range importance of the war.",The Unmaking and Remaking of Europe: The Literature and History of the Great War of 1914-1918,M-W----,3,2:30P-4:00P,Sherry,,1,
TBA,L97 IAS 4981," This course offers a historical perspective on the modern international human rights regime, using materials drawn from diplomatic, legal, political, and cultural studies. Successful completion of this seminar involves designing, researching, and writing a 25-30 page paper on a historically-oriented, human-rights-related topic of your choice. PREREQUISITE: Prior coursework in history or permission of the instructor. Modern, Transregional. Students registering for this course must also register for L22 49IR/14.",Advanced Seminar in History: Historical Perspectives on Human Rights,---R---,3,2:30P-5:30P,Borgwardt,,1,
TBA,L36 Ital 101D," Beginning language program stressing rapid acquisition of spoken ability with some attention to the development of reading, writing, and listening skills as well. Designed for students with no prior knowledge of Italian or minimal experience in another Romance language. Brody in charge.","Elementary Italian, Level I",M-W-F--,3,2:00P-3:00P,Youkilis,,1,
